X=1;#1_RESERVE ZZSEQ FAULT
X=1174;#1174_RESERVE ZZSEQ FAULT
X=1382;#1382_RESERVE ZZSEQ FAULT
X=5191;#5191_FAULT
X=5234;#5234_FAULT
X=2109;#2109_RESERVE ZZSEQ FAULT
X=5188;#5188_FAULT
X=12201;#12201_FAULT
X=12203;#12203_FAULT
X=1383;#1383_RESERVE ZZSEQ FAULT
X=1395;#1395_RESERVE ZZSEQ FAULT
X=1271;#1271_RESERVE ZZSEQ FAULT
X=12259;#12259_FAULT
X=1093;#1093_RESERVE ZZSEQ FAULT
X=7418;#7418_X AVM DIAGNOSTIC BYT POWER FAILURE DETECTED
X=1388;#1388_RESERVE ZZSEQ FAULT
X=2113;#2113_R R AREL AREA RELEASED
X=12254;#12254_FAULT
X=1102;#1102_RESERVE ZZSEQ FAULT
X=12255;#12255_FAULT
X=1330;#1330_ZZSEQ INPOS AGUARD PIN GROUP B P ADVANCED
X=7171;#7171_THE S EMERGENCY STOP PORTAO
X=12281;#12281_SELECTION MODEL
X=12260;#12260_FAULT
X=2243;#2243_R R AREL AREA RELEASED
X=9917;#9917_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=12280;#12280_FAULT
X=6062;#6062_INACTIVE
X=12252;#12252_FAULT
X=5308;#5308_FAULT
X=2997;#2997_RESERVE ZZSEQ FAULT
X=2238;#2238_RESERVE ZZSEQ FAULT
X=12253;#12253_FAULT
X=12256;#12256_FAULT
X=2241;#2241_R R AREL AREA RELEASED
X=12257;#12257_FAULT
X=835;#835_RESERVE ZZSEQ FAULT
X=12250;#12250_FAULT
X=12251;#12251_FAULT
X=12272;#12272_FAULT
X=12287;#12287_FAULT
X=1166;#1166_RESERVE ZZSEQ FAULT
X=6042;#6042_OFF
X=12249;#12249_FAULT
X=2232;#2232_R R AREL AREA RELEASED
X=12283;#12283_MODEL B
X=2237;#2237_R R AREL AREA RELEASED
X=10029;#10029_RESERVE ZZSEQ FAULT
X=6013;#6013_ENABLE
X=12145;#12145_FAULT
X=6064;#6064_INACTIVE
X=10187;#10187_RESERVE ZZSEQ FAULT
X=5309;#5309_FAULT
X=12258;#12258_FAULT
X=6041;#6041_OFF
X=12286;#12286_FAULT
X=9920;#9920_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=12288;#12288_FAULT
X=12282;#12282_FAULT
X=2235;#2235_R R AREL AREA RELEASED
X=1235;#1235_RESERVE ZZSEQ FAULT
X=6082;#6082_RETURN NFIXT B
X=1421;#1421_RESERVE ZZSEQ FAULT
X=12296;#12296_FAULT
X=12291;#12291_ON OFF
X=12289;#12289_FAULT
X=12293;#12293_FAULT
X=2230;#2230_R R AREL AREA RELEASED
X=1179;#1179_RESERVE ZZSEQ FAULT
X=9954;#9954_RESERVE ZZSEQ FAULT
X=6081;#6081_SPEED NBAIXA
X=8307;#8307_RESERVE ZZSEQ FAULT
X=12294;#12294_FAULT
X=12292;#12292_FAULT
X=1105;#1105_RESERVE ZZSEQ FAULT
X=7437;#7437_RESERVE ZZSEQ FAULT
X=7438;#7438_RESERVE ZZSEQ FAULT
X=7439;#7439_RESERVE ZZSEQ FAULT
X=12295;#12295_FAULT
X=6018;#6018_EXCHANGE NELETRODO
X=7130;#7130_R LES CHANNEL EMERGENCY STOP ROBOT
X=9938;#9938_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=7389;#7389_X R VM DIAG BYTE POWER SUPPLY FAILURE DETECTED
X=664;#664_RESERVE ZZSEQ FAULT
X=7434;#7434_DETECTED R VM BYT DIAGNOSTIC CIRCUIT OPEN
X=1419;#1419_RESERVE ZZSEQ FAULT
X=12297;#12297_FAULT
X=2755;#2755_R RVZ CONTACTOR OK
X=2745;#2745_W KSR R RVZ SEMKSR
X=7063;#7063_X OPSB MODULESTATUS ETHERNET MODULE FAILURE STRATIX
X=7435;#7435_R VM BYT DIAGNOSTIC OUTPUT SHORT CIRCUIT VALVE DETECTED
X=7464;#7464_R PS AR ROBOT OK
X=7449;#7449_RESERVE ZZSEQ FAULT
X=626;#626_THE DYNAMICBRAKEOK BRAKE TEMPERATURE OK
X=9811;#9811_I WRS R RESET WATER BIT
X=7459;#7459_RESERVE ZZSEQ FAULT
X=7472;#7472_XSB FLOW WATER OK
X=2069;#2069_R TIPDP TIPDRESS TIP POSITION CHANGE
X=2767;#2767_R RVZ CONTACTOR OK
X=7451;#7451_RESERVE ZZSEQ FAULT
X=7468;#7468_THE APS DEVICE OK AR
X=7432;#7432_R VM BYT DIAGNOSTIC OUTPUT SHORT CIRCUIT VALVE DETECTED
X=2768;#2768_R RVZ CONTACTOR OK
X=2757;#2757_R RVZ CONTACTOR OK
X=2775;#2775_W S R RVZ CALIPER TEMPERATURE EXCEEDED
X=7436;#7436_R VM BYT DIAGNOSTIC FAILURE OF POWER SUPPLY DETECTED
X=7250;#7250_SFTY RUNMODE PLC PLC IN RUN IN
X=5027;#5027_FAULT
X=2444;#2444_R TREQ TOOL R RELEASED
X=1324;#1324_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=1233;#1233_RESERVE ZZSEQ FAULT
X=7452;#7452_RESERVE ZZSEQ FAULT
X=2763;#2763_R RVZ CONTACTOR OK
X=2196;#2196_R R AREL AREA RELEASED
X=10190;#10190_RESERVE ZZSEQ FAULT
X=1441;#1441_RESERVE ZZSEQ FAULT
X=1482;#1482_RESERVE ZZSEQ FAULT
X=2976;#2976_ZZSEQ INPOS STN WITHOUT PECA
X=2758;#2758_R RVZ CONTACTOR OK
X=4299;#4299_SPEED NBAIXA
X=2530;#2530_R R JRDY WORK READY
X=3181;#3181_RESERVE ZZSEQ FAULT
X=2698;#2698_W R RVZ TIMER RDY READY
X=951;#951_RESERVE ZZSEQ FAULT
X=1325;#1325_ZZSEQ INPOS AGUARD GROUP B ROCKER INDENTED
X=1442;#1442_RESERVE ZZSEQ FAULT
X=3057;#3057_RESERVE ZZSEQ FAULT
X=3037;#3037_RESERVE ZZSEQ FAULT
X=2646;#2646_RESERVE ZZSEQ FAULT
X=7458;#7458_XSB PS AR OK
X=5109;#5109_FAULT
X=5033;#5033_SEC RESET R
X=2242;#2242_R R AREL AREA RELEASED
X=3390;#3390_SPARE
X=3185;#3185_RESERVE ZZSEQ FAULT
X=7224;#7224_RESERVE ZZSEQ FAULT
X=3337;#3337_SPARE
X=725;#725_RESERVE ZZSEQ FAULT
X=8435;#8435_RESERVE ZZSEQ FAULT
X=3048;#3048_RESERVE ZZSEQ FAULT
X=2902;#2902_R RVZ WITHOUT WELDING
X=1437;#1437_RESERVE ZZSEQ FAULT
X=7586;#7586_RESERVE ZZSEQ FAULT
X=1435;#1435_RESERVE ZZSEQ FAULT
X=682;#682_RESERVE ZZSEQ FAULT
X=1436;#1436_RESERVE ZZSEQ FAULT
X=3051;#3051_RESERVE ZZSEQ FAULT
X=7658;#7658_RESERVE ZZSEQ FAULT
X=7607;#7607_RESERVE ZZSEQ FAULT
X=7576;#7576_RAMS MODULSTATUS FAULT ETHERNET RING SAFETY SWITCH
X=7574;#7574_RESERVE ZZSEQ FAULT
X=7572;#7572_THE M MODULESTATUS FAULT ETHERNET TOOLTRAY SAFETY
X=10197;#10197_RESERVE ZZSEQ FAULT
X=7617;#7617_X FCS TOOL TRAY PIN LOCK OK
X=7620;#7620_Q BREAKER PROTECTION CABINET OK
X=7569;#7569_THE M MODULESTATUS FAULT ETHERNET TOOLTRAY SAFETY
X=7619;#7619_THE F BREAKER OK
X=7584;#7584_RESERVE ZZSEQ FAULT
X=3332;#3332_AREA READY ENTER P WELD ON A WAITING AREA IN RRR
X=1281;#1281_ZZSEQ INPOS AGUARD PIN GROUP B INDENTED
X=7621;#7621_THE A BREAKER PROTECTION MORTOR OK
X=7630;#7630_RESERVE ZZSEQ FAULT
X=10083;#10083_ZZSEQ RELEASE TOOL RELEASED TO MOVE
X=915;#915_RESERVE ZZSEQ FAULT
X=7626;#7626_THE DYNAMICBRAKEOK BRAKE TEMPERATURE OK
X=1280;#1280_ZZSEQ INPOS AGUARD ABSENCE OF PECA B
X=7612;#7612_Q BREAKER PROTECTION BRAKE MORTOR OK
X=7633;#7633_RESERVE ZZSEQ FAULT
X=7632;#7632_RESERVE ZZSEQ FAULT
X=1297;#1297_ZZSEQ INPOS AGUARD PIN GROUP B ADVANCED
X=10080;#10080_RESERVE ZZSEQ FAULT
X=7636;#7636_RESERVE ZZSEQ FAULT
X=9980;#9980_RESERVE ZZSEQ FAULT
X=7624;#7624_Q PB FULGA EARTH SHUNT TRIP
X=1231;#1231_RESERVE ZZSEQ FAULT
X=1134;#1134_RESERVE ZZSEQ FAULT
X=10192;#10192_RESERVE ZZSEQ FAULT
X=7675;#7675_RESERVE ZZSEQ FAULT
X=7145;#7145_R LES CHANNEL EMERGENCY STOP ROBOT
X=7667;#7667_RESERVE ZZSEQ FAULT
X=7105;#7105_THE S CHANNEL EMERGENCY STOP PORTAO
X=10076;#10076_RESERVE ZZSEQ FAULT
X=12179;#12179_FAULT
X=1301;#1301_ZZSEQ INPOS AGUARD CLIP B GROUP CLOSED
X=2332;#2332_R TREQ TOOL R RELEASED
X=7687;#7687_RESERVE ZZSEQ FAULT
X=1213;#1213_RESERVE ZZSEQ FAULT
X=975;#975_RESERVE ZZSEQ FAULT
X=7622;#7622_Q BREAKER PROTECTION BRAKE MORTOR OK
X=7684;#7684_RESERVE ZZSEQ FAULT
X=7453;#7453_RESERVE ZZSEQ FAULT
X=9997;#9997_RESERVE ZZSEQ FAULT
X=1338;#1338_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=10182;#10182_RESERVE ZZSEQ FAULT
X=1300;#1300_ZZSEQ INPOS AGUARD CLIP B GROUP CLOSED
X=7700;#7700_RESERVE ZZSEQ FAULT
X=7694;#7694_RESERVE ZZSEQ FAULT
X=1375;#1375_RESERVE ZZSEQ FAULT
X=7683;#7683_RESERVE ZZSEQ FAULT
X=5102;#5102_FAULT
X=1026;#1026_RESERVE ZZSEQ FAULT
X=678;#678_RESERVE ZZSEQ FAULT
X=10189;#10189_RESERVE ZZSEQ FAULT
X=7699;#7699_RESERVE ZZSEQ FAULT
X=7697;#7697_RESERVE ZZSEQ FAULT
X=1097;#1097_RESERVE ZZSEQ FAULT
X=7685;#7685_RESERVE ZZSEQ FAULT
X=1298;#1298_ZZSEQ INPOS AGUARD CLIP B GROUP CLOSED
X=7704;#7704_RESERVE ZZSEQ FAULT
X=4282;#4282_NO MODEL
X=7703;#7703_RESERVE ZZSEQ FAULT
X=1159;#1159_RESERVE ZZSEQ FAULT
X=9807;#9807_W S R RVZ WATER FLOW
X=1422;#1422_RESERVE ZZSEQ FAULT
X=7634;#7634_RESERVE ZZSEQ FAULT
X=669;#669_RESERVE ZZSEQ FAULT
X=7693;#7693_RESERVE ZZSEQ FAULT
X=5111;#5111_FAULT
X=7701;#7701_RESERVE ZZSEQ FAULT
X=8731;#8731_RESERVE ZZSEQ FAULT
X=683;#683_RESERVE ZZSEQ FAULT
X=1285;#1285_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=7692;#7692_RESERVE ZZSEQ FAULT
X=7702;#7702_RESERVE ZZSEQ FAULT
X=2737;#2737_W KSR R RVZ SEMKSR
X=640;#640_X U RETURNOT TRAY TOOL FIXTURE AT WORK POSITION
X=7721;#7721_RESERVE ZZSEQ FAULT
X=992;#992_RESERVE ZZSEQ FAULT
X=7736;#7736_RESERVE ZZSEQ FAULT
X=7725;#7725_RESERVE ZZSEQ FAULT
X=7733;#7733_RESERVE ZZSEQ FAULT
X=1189;#1189_RESERVE ZZSEQ FAULT
X=9992;#9992_RESERVE ZZSEQ FAULT
X=7730;#7730_RESERVE ZZSEQ FAULT
X=2189;#2189_R R AREL AREA RELEASED
X=1572;#1572_RESERVE ZZSEQ FAULT
X=7720;#7720_RESERVE ZZSEQ FAULT
X=7729;#7729_RESERVE ZZSEQ FAULT
X=10071;#10071_RESERVE ZZSEQ FAULT
X=7713;#7713_RESERVE ZZSEQ FAULT
X=2247;#2247_R R AREL AREA RELEASED
X=7722;#7722_RESERVE ZZSEQ FAULT
X=7731;#7731_RESERVE ZZSEQ FAULT
X=10073;#10073_ZZSEQ AWAITING RELEASE TOOL FREE P B WELDING
X=7726;#7726_RESERVE ZZSEQ FAULT
X=7708;#7708_RESERVE ZZSEQ FAULT
X=8448;#8448_RESERVE ZZSEQ FAULT
X=1183;#1183_RESERVE ZZSEQ FAULT
X=10079;#10079_RESERVE ZZSEQ FAULT
X=8598;#8598_RESERVE ZZSEQ FAULT
X=688;#688_RESERVE ZZSEQ FAULT
X=10075;#10075_RESERVE ZZSEQ FAULT
X=7750;#7750_RESERVE ZZSEQ FAULT
X=7769;#7769_RESERVE ZZSEQ FAULT
X=7758;#7758_RESERVE ZZSEQ FAULT
X=7767;#7767_RESERVE ZZSEQ FAULT
X=1932;#1932_R R ON PATH PATH
X=2348;#2348_R TREQ TOOL R RELEASED
X=7775;#7775_RESERVE ZZSEQ FAULT
X=7766;#7766_RESERVE ZZSEQ FAULT
X=9863;#9863_W R RVZ END END OF LIFE ELECTRODE
X=7756;#7756_RESERVE ZZSEQ FAULT
X=7774;#7774_RESERVE ZZSEQ FAULT
X=10196;#10196_RESERVE ZZSEQ FAULT
X=7779;#7779_RESERVE ZZSEQ FAULT
X=2676;#2676_R R AUTO AUTOMATIC
X=7770;#7770_RESERVE ZZSEQ FAULT
X=9914;#9914_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=7772;#7772_RESERVE ZZSEQ FAULT
X=8177;#8177_RESERVE ZZSEQ FAULT
X=7790;#7790_RESERVE ZZSEQ FAULT
X=1362;#1362_RESERVE ZZSEQ FAULT
X=1186;#1186_RESERVE ZZSEQ FAULT
X=2342;#2342_R TREQ TOOL R RELEASED
X=7781;#7781_RESERVE ZZSEQ FAULT
X=7780;#7780_RESERVE ZZSEQ FAULT
X=7798;#7798_RESERVE ZZSEQ FAULT
X=7891;#7891_RESERVE ZZSEQ FAULT
X=7806;#7806_RESERVE ZZSEQ FAULT
X=869;#869_RESERVE ZZSEQ FAULT
X=1239;#1239_RESERVE ZZSEQ FAULT
X=7883;#7883_RESERVE ZZSEQ FAULT
X=7800;#7800_RESERVE ZZSEQ FAULT
X=7791;#7791_RESERVE ZZSEQ FAULT
X=903;#903_RESERVE ZZSEQ FAULT
X=7803;#7803_RESERVE ZZSEQ FAULT
X=7886;#7886_RESERVE ZZSEQ FAULT
X=7878;#7878_RESERVE ZZSEQ FAULT
X=7761;#7761_RESERVE ZZSEQ FAULT
X=7787;#7787_RESERVE ZZSEQ FAULT
X=966;#966_RESERVE ZZSEQ FAULT
X=7778;#7778_RESERVE ZZSEQ FAULT
X=1270;#1270_RESERVE ZZSEQ FAULT
X=7954;#7954_RESERVE ZZSEQ FAULT
X=7776;#7776_RESERVE ZZSEQ FAULT
X=9953;#9953_W CHG REPLACEMENT ELECTRODE
X=7804;#7804_RESERVE ZZSEQ FAULT
X=7876;#7876_RESERVE ZZSEQ FAULT
X=12011;#12011_FAULT
X=10043;#10043_R WELDING WELDING READY
X=7812;#7812_RESERVE ZZSEQ FAULT
X=7879;#7879_RESERVE ZZSEQ FAULT
X=12146;#12146_FAULT
X=7796;#7796_RESERVE ZZSEQ FAULT
X=7809;#7809_RESERVE ZZSEQ FAULT
X=1761;#1761_RESERVE ZZSEQ FAULT
X=7890;#7890_RESERVE ZZSEQ FAULT
X=7882;#7882_RESERVE ZZSEQ FAULT
X=7880;#7880_RESERVE ZZSEQ FAULT
X=3166;#3166_RESERVE ZZSEQ FAULT
X=7888;#7888_RESERVE ZZSEQ FAULT
X=10081;#10081_RESERVE ZZSEQ FAULT
X=1316;#1316_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=3184;#3184_RESERVE ZZSEQ FAULT
X=7884;#7884_RESERVE ZZSEQ FAULT
X=7433;#7433_R VM BYT DIAGNOSTIC FAILURE OF POWER SUPPLY DETECTED
X=7894;#7894_RESERVE ZZSEQ FAULT
X=773;#773_RESERVE ZZSEQ FAULT
X=7577;#7577_RAMS MODULSTATUS FAULT ETHERNET RING SAFETY SWITCH
X=12085;#12085_FAULT
X=7889;#7889_RESERVE ZZSEQ FAULT
X=1386;#1386_RESERVE ZZSEQ FAULT
X=1244;#1244_RESERVE ZZSEQ FAULT
X=7802;#7802_RESERVE ZZSEQ FAULT
X=7777;#7777_RESERVE ZZSEQ FAULT
X=7794;#7794_RESERVE ZZSEQ FAULT
X=7885;#7885_RESERVE ZZSEQ FAULT
X=7887;#7887_RESERVE ZZSEQ FAULT
X=7877;#7877_RESERVE ZZSEQ FAULT
X=7709;#7709_RESERVE ZZSEQ FAULT
X=5126;#5126_FAULT
X=9816;#9816_W S R RVZ WATER FLOW
X=856;#856_RESERVE ZZSEQ FAULT
X=10041;#10041_RESERVE ZZSEQ FAULT
X=1337;#1337_ZZSEQ INPOS AGUARD GROUP CLIP B P CLOSED
X=9867;#9867_W R RVZ END END OF LIFE ELECTRODE
X=1444;#1444_RESERVE ZZSEQ FAULT
X=7154;#7154_XXR LES CHANNEL EMERGENCY STOP ROBOT
X=834;#834_RESERVE ZZSEQ FAULT
X=7892;#7892_RESERVE ZZSEQ FAULT
X=7893;#7893_RESERVE ZZSEQ FAULT
X=7896;#7896_RESERVE ZZSEQ FAULT
X=7898;#7898_RESERVE ZZSEQ FAULT
X=2417;#2417_R TREQ TOOL R RELEASED
X=2436;#2436_R TREQ TOOL R RELEASED
X=10048;#10048_RESERVE ZZSEQ FAULT
X=2748;#2748_W KSR R RVZ SEMKSR
X=12150;#12150_FAULT
X=1249;#1249_RESERVE ZZSEQ FAULT
X=1282;#1282_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=1212;#1212_RESERVE ZZSEQ FAULT
X=2441;#2441_R TREQ TOOL R RELEASED
X=7895;#7895_RESERVE ZZSEQ FAULT
X=840;#840_RESERVE ZZSEQ FAULT
X=2274;#2274_R R AREL AREA RELEASED
X=7987;#7987_RESERVE ZZSEQ FAULT
X=964;#964_RESERVE ZZSEQ FAULT
X=12144;#12144_FAULT
X=7899;#7899_RESERVE ZZSEQ FAULT
X=2271;#2271_RESERVE ZZSEQ FAULT
X=7959;#7959_RESERVE ZZSEQ FAULT
X=7960;#7960_R PULLTIP ACTIVE PULL ACTIVE TIP ROBOT R
X=2411;#2411_R TREQ TOOL R RELEASED
X=12091;#12091_FAULT
X=855;#855_RESERVE ZZSEQ FAULT
X=1232;#1232_RESERVE ZZSEQ FAULT
X=2415;#2415_R TREQ TOOL R RELEASED
X=10046;#10046_R WELDING WELDING READY
X=9937;#9937_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=9916;#9916_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=2267;#2267_R R AREL AREA RELEASED
X=2280;#2280_R R AREL AREA RELEASED
X=3035;#3035_RESERVE ZZSEQ FAULT
X=7963;#7963_RESERVE ZZSEQ FAULT
X=7982;#7982_RESERVE ZZSEQ FAULT
X=7956;#7956_RESERVE ZZSEQ FAULT
X=7961;#7961_R PULLTIP ACTIVE PULL ACTIVE TIP ROBOT R
X=2412;#2412_R TREQ TOOL R RELEASED
X=7901;#7901_RESERVE ZZSEQ FAULT
X=7969;#7969_RESERVE ZZSEQ FAULT
X=9958;#9958_RESERVE ZZSEQ FAULT
X=2265;#2265_R R AREL AREA RELEASED
X=7965;#7965_RESERVE ZZSEQ FAULT
X=10039;#10039_RESERVE ZZSEQ FAULT
X=7958;#7958_PART TYPE PARTWOUTTYPE SEMTYPE
X=7970;#7970_RESERVE ZZSEQ FAULT
X=1182;#1182_RESERVE ZZSEQ FAULT
X=7964;#7964_RESERVE ZZSEQ FAULT
X=7972;#7972_RESERVE ZZSEQ FAULT
X=2427;#2427_R TREQ TOOL R RELEASED
X=7962;#7962_R PULLTIP ACTIVE PULL ACTIVE TIP ROBOT R
X=9857;#9857_W R RVZ END END OF LIFE ELECTRODE
X=9988;#9988_RESERVE ZZSEQ FAULT
X=7968;#7968_RESERVE ZZSEQ FAULT
X=10074;#10074_RESERVE ZZSEQ FAULT
X=2281;#2281_R R AREL AREA RELEASED
X=2443;#2443_R TREQ TOOL R RELEASED
X=2445;#2445_R TREQ TOOL R RELEASED
X=1454;#1454_RESERVE ZZSEQ FAULT
X=7957;#7957_RESERVE ZZSEQ FAULT
X=12149;#12149_FAULT
X=7981;#7981_RESERVE ZZSEQ FAULT
X=9936;#9936_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=8908;#8908_R SOLDAOFF WELD IS DESELECTED
X=2419;#2419_R TREQ TOOL R RELEASED
X=2901;#2901_R RVZ WITHOUT WELDING
X=10186;#10186_RESERVE ZZSEQ FAULT
X=2440;#2440_R TREQ TOOL R RELEASED
X=7983;#7983_RESERVE ZZSEQ FAULT
X=7980;#7980_RESERVE ZZSEQ FAULT
X=3155;#3155_RESERVE ZZSEQ FAULT
X=2283;#2283_R TREQ TOOL R RELEASED
X=7902;#7902_RESERVE ZZSEQ FAULT
X=7967;#7967_RESERVE ZZSEQ FAULT
X=914;#914_RESERVE ZZSEQ FAULT
X=2422;#2422_R TREQ TOOL R RELEASED
X=2414;#2414_R TREQ TOOL R RELEASED
X=1452;#1452_RESERVE ZZSEQ FAULT
X=2442;#2442_R TREQ TOOL R RELEASED
X=7971;#7971_RESERVE ZZSEQ FAULT
X=10052;#10052_RESERVE ZZSEQ FAULT
X=2418;#2418_R TREQ TOOL R RELEASED
X=9626;#9626_ZZROBOTT TYPEOK R PROGRAM NUMBER INCORRECT
X=7977;#7977_RESERVE ZZSEQ FAULT
X=3054;#3054_RESERVE ZZSEQ FAULT
X=10051;#10051_RESERVE ZZSEQ FAULT
X=2446;#2446_R TREQ TOOL R RELEASED
X=2423;#2423_R TREQ TOOL R RELEASED
X=2439;#2439_R TREQ TOOL R RELEASED
X=2447;#2447_R TREQ TOOL R RELEASED
X=2438;#2438_R TREQ TOOL R RELEASED
X=9674;#9674_R DESELECTED
X=2435;#2435_R TREQ TOOL R RELEASED
X=2270;#2270_RESERVE ZZSEQ FAULT
X=2278;#2278_R R AREL AREA RELEASED
X=2277;#2277_R R AREL AREA RELEASED
X=2424;#2424_R TREQ TOOL R RELEASED
X=2430;#2430_RESERVE ZZSEQ FAULT
X=872;#872_RESERVE ZZSEQ FAULT
X=2275;#2275_R R AREL AREA RELEASED
X=8835;#8835_RESERVE ZZSEQ FAULT
X=9912;#9912_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=2433;#2433_R TREQ TOOL R RELEASED
X=7689;#7689_RESERVE ZZSEQ FAULT
X=2448;#2448_R TREQ TOOL R RELEASED
X=2416;#2416_R TREQ TOOL R RELEASED
X=2276;#2276_R R AREL AREA RELEASED
X=9905;#9905_R RVZ WITHOUT WELDING
X=10063;#10063_RESERVE ZZSEQ FAULT
X=1083;#1083_RESERVE ZZSEQ FAULT
X=10057;#10057_RESERVE ZZSEQ FAULT
X=2282;#2282_R TREQ TOOL R RELEASED
X=2413;#2413_R TREQ TOOL R RELEASED
X=2432;#2432_R TREQ TOOL R RELEASED
X=9864;#9864_W R RVZ END END OF LIFE ELECTRODE
X=2429;#2429_R TREQ TOOL R RELEASED
X=3012;#3012_RESERVE ZZSEQ FAULT
X=2571;#2571_R R JRDY WORK READY
X=2428;#2428_R TREQ TOOL R RELEASED
X=10077;#10077_RESERVE ZZSEQ FAULT
X=9876;#9876_W TRQ R RVZ MILL REQUIRED
X=9984;#9984_RESERVE ZZSEQ FAULT
X=9915;#9915_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=9010;#9010_R R HOMEP HOME POSITION
X=2425;#2425_R TREQ TOOL R RELEASED
X=819;#819_RESERVE ZZSEQ FAULT
X=830;#830_RESERVE ZZSEQ FAULT
X=7180;#7180_THE S EMERGENCY STOP THE PANEL OPERATOR
X=2434;#2434_R TREQ TOOL R RELEASED
X=1327;#1327_RESERVE ZZSEQ FAULT
X=7686;#7686_RESERVE ZZSEQ FAULT
X=3045;#3045_R WELDING WELDING READY
X=1204;#1204_RESERVE ZZSEQ FAULT
X=8338;#8338_ZZSEQ INPOS AGUARD GROUP OPEN CLIP B
X=9934;#9934_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=1396;#1396_RESERVE ZZSEQ FAULT
X=10061;#10061_RESERVE ZZSEQ FAULT
X=1180;#1180_RESERVE ZZSEQ FAULT
X=1253;#1253_RESERVE ZZSEQ FAULT
X=891;#891_RESERVE ZZSEQ FAULT
X=2930;#2930_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=4285;#4285_MODEL
X=8415;#8415_RESERVE ZZSEQ FAULT
X=2456;#2456_R R JRDY WORK READY
X=1374;#1374_RESERVE ZZSEQ FAULT
X=2454;#2454_R R JRDY WORK READY
X=2457;#2457_R R JRDY WORK READY
X=2453;#2453_R R JRDY WORK READY
X=2461;#2461_R R JRDY WORK READY
X=2708;#2708_PROC W R RVZ FAILURE OF WELDING
X=2450;#2450_R TREQ TOOL R RELEASED
X=1363;#1363_RESERVE ZZSEQ FAULT
X=2451;#2451_R TREQ TOOL R RELEASED
X=2455;#2455_R R JRDY WORK READY
X=2694;#2694_W R RVZ TIMER RDY READY
X=7133;#7133_R LES CHANNEL EMERGENCY STOP ROBOT
X=2466;#2466_R R JRDY WORK READY
X=2458;#2458_R R JRDY WORK READY
X=8460;#8460_RESERVE ZZSEQ FAULT
X=2464;#2464_R R JRDY WORK READY
X=2452;#2452_R R JRDY WORK READY
X=2460;#2460_R R JRDY WORK READY
X=2469;#2469_R R JRDY WORK READY
X=2463;#2463_RESERVE ZZSEQ FAULT
X=2462;#2462_RESERVE ZZSEQ FAULT
X=9939;#9939_G S R RVZ CALIPER FAILURE OF SPEED OF FRES
X=2470;#2470_R R JRDY WORK READY
X=2465;#2465_R R JRDY WORK READY
X=1267;#1267_RESERVE ZZSEQ FAULT
X=7152;#7152_XXR LES CHANNEL EMERGENCY STOP ROBOT
X=7141;#7141_R LES CHANNEL EMERGENCY STOP ROBOT
X=2321;#2321_R TREQ TOOL R RELEASED
X=7134;#7134_R LES CHANNEL EMERGENCY STOP ROBOT
X=7140;#7140_R LES CHANNEL EMERGENCY STOP ROBOT
X=7137;#7137_R LES CHANNEL EMERGENCY STOP ROBOT
X=2459;#2459_R R JRDY WORK READY
X=7219;#7219_XX R LES THE EMERGENCY STOP ROBOT
X=1326;#1326_ZZSEQ INPOS AGUARD GROUP B ROCKER INDENTED
X=1277;#1277_RESERVE ZZSEQ FAULT
X=2491;#2491_R R JRDY WORK READY
X=7566;#7566_THE M MODULESTATUS FAULT ETHERNET CONVEYOR SAFETY
X=2483;#2483_R R JRDY WORK READY
X=7144;#7144_R LES CHANNEL EMERGENCY STOP ROBOT
X=2814;#2814_RESERVE ZZSEQ FAULT
X=2480;#2480_R R JRDY WORK READY
X=1344;#1344_RESERVE ZZSEQ FAULT
X=7417;#7417_X AVM BYT DIAGNOSTIC OUTPUT SHORT CIRCUIT VALVE DETECTED
X=2492;#2492_R R JRDY WORK READY
X=2490;#2490_R R JRDY WORK READY
X=2479;#2479_R R JRDY WORK READY
X=7138;#7138_R LES CHANNEL EMERGENCY STOP ROBOT
X=2487;#2487_R R JRDY WORK READY
X=10184;#10184_RESERVE ZZSEQ FAULT
X=2472;#2472_R R JRDY WORK READY
X=2496;#2496_R R JRDY WORK READY
X=2489;#2489_R R JRDY WORK READY
X=2478;#2478_R R JRDY WORK READY
X=2477;#2477_R R JRDY WORK READY
X=2486;#2486_R R JRDY WORK READY
X=1364;#1364_RESERVE ZZSEQ FAULT
X=7136;#7136_R LES CHANNEL EMERGENCY STOP ROBOT
X=2484;#2484_R R JRDY WORK READY
